player,ppg,apg,rpg,bpg,num_seasons,MVPs,Finals_MVP,Championships,ROTY,DPOTY,CPOY,NBA1st,NBA2nd,NBA3rd,DEF1st,DEF2nd,AllStarCount,hof
Alfred McGuir,3.9633507853,1.9005235602,2.1884816754,0.0,4,0,0.0,0.0,0,0,0,0,0,0,0,0,0,True
Bill Tosheff,9.157635468,3.2561576355,2.9950738916,0.0,3,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Bob Wilson,3.746031746,1.7142857143,3.3333333333,0.0,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Chuck Share,8.2684563758,1.3573825503,8.3657718121,0.0,9,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Dave Minor,7.5603448276,2.4827586207,4.5431034483,0.0,2,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Dick Dickey,2.8222222222,1.1111111111,1.8,0.0,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Don Savage,3.1764705882,0.8235294118,1.8235294118,0.0,2,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Ed Dahler,2.5,0.3571428571,1.5714285714,0.0,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Elmer Behnke,4.0,1.0,4.25,0.0,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
George King,10.265206813,4.7639902676,3.9075425791,0.0,6,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Jack Kiley,2.3396226415,1.2264150943,0.9622641509,0.0,2,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Jake Fendley,2.786407767,0.9126213592,1.2233009709,0.0,2,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Jerry Fowler,1.5,0.3333333333,1.6666666667,0.0,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Jim Slaughter,5.25,0.8928571429,5.2857142857,0.0,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
John McConath,1.2727272727,0.7272727273,1.8181818182,0.0,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
John Pilch,0.5555555556,0.2222222222,1.0,0.0,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
John Rennicke,1.8333333333,0.1666666667,1.5,0.0,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Lew Hitch,5.0120772947,1.2053140097,5.2729468599,0.0,6,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Mel Hutchins,11.100686499,2.9702517162,9.5789473684,0.0,7,0,0.0,0.0,0,0,0,0,0,0,0,0,4,False
Mel Payton,5.3603603604,1.1351351351,3.5675675676,0.0,2,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Nate DeLong,3.7647058824,0.8235294118,1.8235294118,0.0,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Neil Johnston,19.424418605,2.4593023256,11.348837209,0.0,8,0,0.0,1.0,0,0,0,4,1,0,0,0,6,True
Ralph O'Brien,7.1260504202,1.512605042,1.6134453782,0.0,2,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Ray Ragelis,1.3333333333,0.6078431373,1.4901960784,0.0,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Sam Ranzino,2.2051282051,0.641025641,1.0,0.0,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Wally Osterko,7.0392156863,1.6960784314,5.9705882353,0.0,4,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Whitey Skoog,8.211143695,2.6480938416,3.3225806452,0.0,6,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Zeke Sinicola,1.0833333333,0.25,0.1666666667,0.0,2,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Al Masino,4.8282828283,1.8383838384,2.0707070707,0.0,2,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Bill Mlkvy,5.8387096774,2.0,3.2580645161,0.0,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Blaine Dennin,5.0,0.0,4.0,0.0,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Bob Lochmuell,3.7419354839,0.7580645161,2.6129032258,0.0,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Bob Naber,0.25,0.25,1.25,0.0,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Bob Priddy,2.25,0.4375,2.25,0.0,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Bucky McConne,4.8571428571,2.9285714286,2.4285714286,0.0,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Claude Overto,3.8666666667,1.0,1.6666666667,0.0,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Danny Finn,7.338028169,3.985915493,3.8591549296,0.0,3,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Dick Bunt,3.5384615385,0.6538461538,1.0769230769,0.0,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Dick Groat,11.884615385,2.6538461538,3.3076923077,0.0,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Dick Surhoff,3.0689655172,0.5517241379,1.6206896552,0.0,2,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Don Hanrahan,1.8333333333,0.6111111111,1.6666666667,0.0,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Don Henriksen,7.1666666667,1.7391304348,7.1739130435,0.0,2,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Eddie Miller,10.225352113,1.4788732394,8.4929577465,0.0,2,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Gene Conley,5.8945868946,0.5726495726,6.301994302,0.0,6,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Gene Rhodes,5.1846153846,1.4,1.5076923077,0.0,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
George McLeod,1.2,0.4,2.1,0.0,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Jack McCloske,6.0,1.0,3.0,0.0,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Jack McMahon,8.0858778626,3.7003816794,2.6526717557,0.0,8,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Jim Baechtold,9.7289719626,2.1339563863,3.1433021807,0.0,5,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Jim Brasco,3.85,1.05,1.2,0.0,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Jim Holstein,3.8177777778,1.1066666667,2.9288888889,0.0,4,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Jim Mooney,7.5,1.9444444444,3.8888888889,0.0,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
John O'Boyle,4.2,1.0,2.0,0.0,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Mark Workman,4.8860759494,0.5569620253,2.9113924051,0.0,2,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Mike O'Neill,3.0,0.75,2.25,0.0,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Mo Mahoney,1.5,0.25,1.125,0.0,2,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Moe Radovich,3.5,2.0,0.25,0.0,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Monk Meineke,6.8163265306,1.2623906706,4.7405247813,0.0,5,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Pete Darcey,0.9166666667,0.1666666667,0.8333333333,0.0,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Ralph Polson,3.8979591837,0.4897959184,4.306122449,0.0,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Sherwin Raike,1.5,1.0,1.3333333333,0.0,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Zeke Zawoluk,6.7597765363,1.2122905028,4.0893854749,0.0,3,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Al Roges,7.5119047619,2.130952381,2.8214285714,0.0,2,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Bato Govedari,3.2608695652,1.0434782609,0.7826086957,0.0,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Bill Bolger,2.8,0.55,1.8,0.0,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Billy Kenvill,7.0550724638,2.0724637681,3.4956521739,0.0,6,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Bob Peterson,4.6504854369,0.7572815534,3.7766990291,0.0,3,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Clyde Lovelle,16.970170455,1.5582386364,9.4644886364,0.0,11,0,0.0,3.0,0,0,0,0,1,0,0,0,4,True
Connie Rea,1.15,0.8,1.55,0.0,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Dick Knostman,2.6,1.2,3.4,0.0,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Don Ackerman,1.5357142857,0.8214285714,0.5357142857,0.0,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Don Asmonga,0.7142857143,0.7142857143,0.1428571429,0.0,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Don Sunderlag,7.7345132743,1.982300885,2.4867256637,0.0,2,0,0.0,0.0,0,0,0,0,0,0,0,0,1,False
Ed Earle,2.0,0.0,1.0,0.0,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Ed Smith,2.9166666667,0.8333333333,2.6666666667,0.0,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Ernie Barrett,4.893129771,1.7480916031,2.6183206107,0.0,2,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Ernie Beck,6.2668463612,1.8032345013,3.2102425876,0.0,7,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Frank Reddout,1.8571428571,0.0,1.2857142857,0.0,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Gene Dyker,1.4545454545,0.4545454545,1.4545454545,0.0,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
George Yardle,19.201271186,1.7266949153,8.9406779661,0.0,7,0,0.0,0.0,0,0,0,1,1,0,0,0,6,True
Hal Uplinger,3.7391304348,1.1304347826,1.347826087,0.0,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Irv Bemoras,6.3129770992,0.9541984733,2.6030534351,0.0,2,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Isaac Walthou,0.5,0.5,0.25,0.0,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Jack George,10.183794466,4.2865612648,4.2075098814,0.0,8,0,0.0,1.0,0,0,0,0,1,0,0,0,2,False
Jack Molinas,11.5625,1.59375,7.125,0.0,1,0,0.0,0.0,0,0,0,0,0,0,0,0,1,False
Jim Fritsche,3.880952381,0.9166666667,2.9642857143,0.0,2,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Jim Luisi,2.8709677419,1.1290322581,0.8064516129,0.0,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Jim Neal,4.375,0.4125,3.8,0.0,2,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Jim Phelan,0.75,0.5,1.25,0.0,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Joe Smyth,3.275,1.225,2.45,0.0,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Norm Grekin,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Norm Swanson,1.5873015873,0.5238095238,1.746031746,0.0,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Paul Nolen,0.0,0.0,1.0,0.0,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Ray Felix,10.948194662,0.715855573,8.8759811617,0.0,9,0,0.0,0.0,0,0,0,0,0,0,0,0,1,False
Rollen Hans,6.95,2.5875,2.2,0.0,2,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Walt Davis,4.7938461538,0.7107692308,4.2984615385,0.0,5,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Art Spoelstra,7.2374100719,0.9568345324,4.5791366906,0.0,4,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Bert Cook,3.1891891892,0.8918918919,1.9459459459,0.0,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Bob Carney,3.6315789474,0.8421052632,2.3684210526,0.0,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Bob Knight,3.5,4.0,0.5,0.0,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Bob Pettit,26.363636364,2.9911616162,16.223484848,0.0,11,2,0.0,1.0,0,0,0,10,1,0,0,0,11,True
Bobby Watson,2.7777777778,1.253968254,1.380952381,0.0,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Boris Nachamk,3.3333333333,0.5,3.1666666667,0.0,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Carl McNulty,2.0,0.0,0.0,0.0,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Chuck Grigsby,2.2857142857,1.0,1.5714285714,0.0,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Dan King,1.5833333333,0.25,2.0833333333,0.0,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Dick Farley,6.5308056872,1.8293838863,2.4976303318,0.0,3,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Dick Rosentha,6.7647058824,2.0,4.1411764706,0.0,2,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Don Anielak,3.0,0.0,2.0,0.0,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Ed Kalafat,7.0526315789,1.4832535885,5.6555023923,0.0,3,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Frank Ramsey,13.447833066,1.8202247191,5.4735152488,0.0,9,0,0.0,7.0,0,0,0,0,0,0,0,0,0,True
Frank Selvy,10.831858407,2.7946902655,3.7132743363,0.0,9,0,0.0,0.0,0,0,0,0,0,0,0,0,2,False
Fred Christ,3.3333333333,1.1666666667,1.3333333333,0.0,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Fred Diute,1.5714285714,0.5714285714,1.8571428571,0.0,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Gene Shue,14.403433476,3.7310443491,4.0844062947,0.0,10,0,0.0,0.0,0,0,0,1,1,0,0,0,5,False
George Dempse,4.9968253968,2.2571428571,3.5714285714,0.0,5,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Herm Hedderic,0.8,0.4,0.8,0.0,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Jack Turner,4.3384615385,1.1846153846,2.3692307692,0.0,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Jackie Moore,2.7293233083,0.5037593985,2.5338345865,0.0,3,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Jim Tucker,4.1111111111,0.5252525253,3.5252525253,0.0,3,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Ken McBride,9.75,1.1666666667,2.5833333333,0.0,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Larry Costell,12.212464589,4.5538243626,3.8314447592,0.0,12,0,0.0,1.0,0,0,0,0,1,0,0,0,6,True
Mike Kearns,0.1666666667,0.8333333333,0.5,0.0,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Phil Martin,1.7142857143,0.8571428571,1.4285714286,0.0,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Red Kerr,13.790055249,2.2143646409,11.151381215,0.0,12,0,0.0,1.0,0,0,0,0,0,0,0,0,3,False
Red Morrison,3.5806451613,0.8709677419,5.3032258065,0.0,3,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Ronnie MacGil,1.3333333333,1.8333333333,1.5,0.0,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Skippy Whitak,0.6666666667,0.3333333333,0.3333333333,0.0,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Togo Palazzi,7.3518518519,0.7191358025,3.4351851852,0.0,6,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Tom Brennan,0.9090909091,0.1818181818,0.4545454545,0.0,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Tom Marshall,5.6666666667,1.119047619,2.9285714286,0.0,4,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Al Ferrari,6.8059299191,2.5417789757,2.2371967655,0.0,6,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Bob Santini,2.75,0.25,0.75,0.0,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Bob Schafer,4.2,1.0461538462,1.2615384615,0.0,2,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Bob Williams,2.9166666667,0.2916666667,2.4583333333,0.0,2,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Chris Harris,2.4634146341,1.0731707317,1.0731707317,0.0,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Chuck Mencel,6.9716312057,2.3617021277,2.4609929078,0.0,2,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Chuck Noble,7.9708029197,3.2700729927,2.6155717762,0.0,7,0,0.0,0.0,0,0,0,0,0,0,0,0,1,False
Corky Devlin,7.1238095238,2.1238095238,2.1380952381,0.0,3,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Dick Atha,3.1860465116,1.1860465116,1.5348837209,0.0,2,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Dick Garmaker,13.294536817,2.6460807601,4.1520190024,0.0,6,0,0.0,0.0,0,0,0,0,1,0,0,0,4,False
Dick Hemric,6.2536231884,0.7391304348,5.0942028986,0.0,2,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Dick Ricketts,9.3113207547,2.108490566,6.3066037736,0.0,3,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Don Bielke,2.0,0.1428571429,1.2857142857,0.0,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Ed Conlin,10.063786008,1.9526748971,4.8333333333,0.0,7,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Ed Fleming,8.5993150685,1.8630136986,5.2465753425,0.0,5,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Jack Stephens,10.319444444,2.875,5.2361111111,0.0,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Jack Twyman,19.246658566,2.2612393682,6.5905224787,0.0,11,0,0.0,0.0,0,0,0,0,2,0,0,0,6,True
Jesse Arnelle,4.7419354839,0.5806451613,5.4838709677,0.0,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Jim Loscutoff,6.1761252446,0.6908023483,5.5733855186,0.0,9,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Johnny Horan,1.7894736842,0.1052631579,0.5263157895,0.0,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Kenny Sears,13.903591682,1.5935727788,7.8298676749,0.0,8,0,0.0,0.0,0,0,0,0,0,0,0,0,2,False
Larry Henness,4.472972973,0.9864864865,1.2702702703,0.0,2,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Maurice Stoke,16.410891089,5.2574257426,17.287128713,0.0,3,0,0.0,0.0,0,0,0,0,3,0,0,0,3,True
Med Park,6.1469648562,1.6996805112,3.089456869,0.0,5,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Red Davis,0.6666666667,0.3333333333,1.3333333333,0.0,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Richie Regan,8.3023255814,2.9255813953,2.576744186,0.0,3,0,0.0,0.0,0,0,0,0,0,0,0,0,1,False
Ron Feiereise,3.0,0.6,0.6,0.0,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Tom Gola,11.276504298,4.2435530086,8.047277937,0.0,10,0,0.0,1.0,0,0,0,0,1,0,0,0,5,True
Walter Dukes,10.424954792,1.0994575045,11.253164557,0.0,8,0,0.0,0.0,0,0,0,0,0,0,0,0,2,False
Al Bianchi,8.0786026201,2.1790393013,2.5065502183,0.0,10,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Bill Russell,15.079958463,4.2575285566,22.450674974,0.0,13,5,0.0,11.0,0,0,0,3,8,0,1,0,12,True
Bill Thieben,3.9647058824,0.2823529412,3.2,0.0,2,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Bob Armstrong,1.4736842105,0.1578947368,2.0526315789,0.0,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Bob Burrow,5.6666666667,0.5802469136,4.4074074074,0.0,2,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Bob Hopkins,8.1941391941,0.6923076923,5.5897435897,0.0,4,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Cliff Hagan,17.723480334,3.1537544696,6.620977354,0.0,13,0,0.0,1.0,0,0,0,0,2,0,0,0,6,True
Dave Piontek,7.1549636804,1.1573849879,4.2857142857,0.0,7,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Forest Able,0.0,1.0,1.0,0.0,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Gary Bergen,1.3333333333,0.1666666667,1.3333333333,0.0,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Hal Lear,1.3333333333,0.3333333333,0.3333333333,0.0,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Jim Paxson,8.0072463768,1.6304347826,4.4637681159,0.0,2,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Jim Ray,1.125,0.625,0.625,0.0,2,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Joe Holup,7.015625,1.0052083333,4.4375,0.0,3,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
John Barber,1.4,0.0,1.2,0.0,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Johnny McCart,7.753164557,3.746835443,3.6234177215,0.0,6,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Lou Tsioropou,5.7961783439,1.050955414,4.7834394904,0.0,3,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Norm Stewart,2.0,0.4,1.0,0.0,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Phil Jordon,10.93438914,1.7398190045,6.850678733,0.0,7,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Richie Guerin,17.306603774,4.9658018868,5.0448113208,0.0,13,0,0.0,0.0,0,0,0,0,3,0,0,0,6,True
Ron Shavlik,1.25,0.0,2.875,0.0,2,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Ron Sobie,8.4322916667,1.8385416667,4.1197916667,0.0,4,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Si Green,9.1984126984,3.2837301587,4.2698412698,0.0,9,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Tom Heinsohn,18.645259939,2.0152905199,8.7905198777,0.0,9,0,0.0,8.0,0,0,0,0,4,0,0,0,6,True
Willie Naulls,15.789106145,1.5558659218,9.0893854749,0.0,10,0,0.0,3.0,0,0,0,0,0,0,0,0,4,False
Bill Ebben,1.875,0.5,1.0,0.0,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Bo Erias,8.2222222222,1.4444444444,4.6111111111,0.0,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Brendan McCan,1.8048780488,1.5853658537,1.2195121951,0.0,3,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Charlie Tyra,8.882183908,0.9051724138,7.3764367816,0.0,5,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Dick Duckett,3.8823529412,1.3823529412,1.6470588235,0.0,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Doug Bolstorf,1.3333333333,0.0,0.0,0.0,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
George Brown,1.0,0.0,1.0,0.0,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Guy Sparrow,7.78,0.9466666667,4.8533333333,0.0,3,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Hot Rod Hundl,8.4106728538,3.3758700696,3.2946635731,0.0,6,0,0.0,0.0,0,0,0,0,0,0,0,0,2,False
Jerry Paulson,3.3333333333,0.6666666667,1.6666666667,0.0,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Jim Krebs,8.0155339806,0.8330097087,6.1689320388,0.0,7,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Jim Walsh,2.0,0.8,1.5,0.0,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Larry Friend,3.9772727273,1.0681818182,2.4090909091,0.0,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Lennie Rosenb,4.1707317073,0.3536585366,1.7682926829,0.0,2,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
McCoy Ingram,2.7916666667,0.8333333333,4.8333333333,0.0,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Pat Dunn,2.5,1.0,1.1071428571,0.0,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Ray Radziszew,0.0,1.0,2.0,0.0,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Sam Jones,17.693455798,2.5361653272,4.9425947187,0.0,12,0,0.0,10.0,0,0,0,0,3,0,0,0,5,True
Win Wilfong,6.8134328358,2.1082089552,3.3955223881,0.0,4,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Woody Sauldsb,10.670995671,1.0779220779,7.8311688312,0.0,7,0,0.0,1.0,0,0,0,0,0,0,0,0,1,False
Worthy Patter,1.75,0.5,0.5,0.0,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Andy Johnson,9.75,2.3116438356,4.0753424658,0.0,4,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Archie Dees,8.1473684211,0.6947368421,4.7736842105,0.0,4,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Barney Cable,6.5524861878,1.0524861878,5.2044198895,0.0,6,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Bennie Swain,4.5689655172,0.5,4.5172413793,0.0,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Boo Ellis,5.1440677966,0.7288135593,5.2203389831,0.0,2,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Bucky Bockhor,11.455696203,3.470464135,4.7130801688,0.0,7,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Connie Dierki,10.04815864,1.4915014164,6.7379603399,0.0,10,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Dave Gambee,10.58,1.0093333333,5.188,0.0,12,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Elgin Baylor,27.362884161,4.3144208038,13.54964539,0.0,14,0,0.0,0.0,1,0,0,10,0,0,0,0,11,True
Guy Rodgers,11.676008969,7.7544843049,4.25,0.0,12,0,0.0,0.0,0,0,0,0,0,0,0,0,4,True
Hal Greer,19.23885918,4.0463458111,5.0490196078,0.0,15,0,0.0,1.0,0,0,0,0,7,0,0,0,10,True
Hub Reed,5.4655532359,0.7661795407,5.1127348643,0.0,7,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Jack Parr,3.9696969697,0.7727272727,4.2121212121,0.0,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Jerry Bird,2.2727272727,0.3636363636,1.0909090909,0.0,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Jim Palmer,8.137755102,0.8418367347,5.306122449,0.0,3,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
K.C. Jones,7.4127218935,4.3017751479,3.548816568,0.0,9,0,0.0,8.0,0,0,0,0,0,0,0,0,0,True
